system   D            wsystem.c:583  maybe_parent_dir                 [   0.00042] Also searching C:\Users\Jay Jay\Downloads\ALLEGROOP v4.9\
font     D                ttf.c:217  alloc_glyph_region               [  91.25952] Glyph 18: 10x15 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  91.25961] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  91.25963] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  91.26094] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  91.26095] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  91.26149] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  91.26151] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [  91.44554] Glyph 47: 14x14 (16x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  91.44557] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  91.44558] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [  91.44660] Glyph 2: 4x14 (4x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  91.44673] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  91.44676] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  91.44821] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  91.44823] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [  91.61229] Glyph 20: 14x14 (16x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  91.61231] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  91.61232] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [  91.61339] Glyph 26: 14x14 (16x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  91.61351] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  91.61353] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  91.61466] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  91.61468] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [  91.64553] Glyph 24: 14x14 (16x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  91.64555] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  91.64556] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  91.64686] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  91.64688] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [  91.66189] Glyph 23: 14x14 (16x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  91.66191] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  91.66192] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  91.66324] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  91.66326] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [  91.67880] Glyph 22: 14x14 (16x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  91.67882] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  91.67883] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  91.68006] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  91.68009] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [  92.34527] Glyph 22: 12x15 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  92.34530] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  92.34531] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [  92.34651] Glyph 28: 11x15 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  92.34661] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  92.34665] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  92.34770] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  92.34772] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [  92.52878] Glyph 26: 12x15 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  92.52881] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  92.52882] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  92.53024] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  92.53028] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [  93.24542] Glyph 21: 11x15 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  93.24545] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  93.24546] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  93.24685] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  93.24687] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [  96.22903] Glyph 24: 11x15 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  96.22906] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  96.22907] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  96.23042] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  96.23045] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [  99.24551] Glyph 27: 11x15 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  99.24556] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  99.24557] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  99.24703] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  99.24706] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [ 106.12919] Glyph 39: 14x14 (16x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [ 106.12923] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [ 106.12924] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [ 106.13031] Glyph 52: 14x14 (16x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [ 106.13042] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [ 106.13045] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [ 106.13202] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [ 106.13205] _al_d3d_sync_bitmap (video) ref count == 2
dtor     D               dtor.c:214  _al_unregister_destructor        [ 109.87292] removed dtor for object 04BA2B38
d3d      W          d3d_bmp.cpp:743  d3d_destroy_bitmap               [ 109.87295] d3d_destroy_bitmap: Release video texture failed.
dtor     D               dtor.c:214  _al_unregister_destructor        [ 109.87390] removed dtor for object 02F03678
d3d      W          d3d_bmp.cpp:743  d3d_destroy_bitmap               [ 109.87393] d3d_destroy_bitmap: Release video texture failed.
dtor     D               dtor.c:214  _al_unregister_destructor        [ 109.87413] removed dtor for object 04C0ED30
dtor     D               dtor.c:214  _al_unregister_destructor        [ 109.87622] removed dtor for object 034010A8
dtor     D               dtor.c:214  _al_unregister_destructor        [ 109.87647] removed dtor for object 04F14ED0
dtor     D               dtor.c:214  _al_unregister_destructor        [ 109.87671] removed dtor for object 04DB5180
dtor     D               dtor.c:214  _al_unregister_destructor        [ 109.87701] removed dtor for object 04BBA498
dtor     D               dtor.c:214  _al_unregister_destructor        [ 109.87726] removed dtor for object 04BB9A48
dtor     D               dtor.c:214  _al_unregister_destructor        [ 109.87773] removed dtor for object 04F73E40
dtor     D               dtor.c:214  _al_unregister_destructor        [ 109.87795] removed dtor for object 04BBCE70
dtor     D               dtor.c:214  _al_unregister_destructor        [ 109.87816] removed dtor for object 04C02870
dtor     D               dtor.c:214  _al_unregister_destructor        [ 109.87823] removed dtor for object 04BFCB18
dtor     D               dtor.c:214  _al_unregister_destructor        [ 109.87835] removed dtor for object 04DE5468
dtor     D               dtor.c:214  _al_unregister_destructor        [ 109.87857] removed dtor for object 04BBFF48
dtor     D               dtor.c:214  _al_unregister_destructor        [ 109.87881] removed dtor for object 04BF7B88
dtor     D               dtor.c:214  _al_unregister_destructor        [ 109.87905] removed dtor for object 04DD9018
d3d      W          d3d_bmp.cpp:743  d3d_destroy_bitmap               [ 109.87906] d3d_destroy_bitmap: Release video texture failed.
dtor     D               dtor.c:214  _al_unregister_destructor        [ 109.87909] removed dtor for object 04F9DBC0
d3d      W          d3d_bmp.cpp:743  d3d_destroy_bitmap               [ 109.87910] d3d_destroy_bitmap: Release video texture failed.
dtor     D               dtor.c:214  _al_unregister_destructor        [ 109.87913] removed dtor for object 04DDF3A8
dtor     D               dtor.c:214  _al_unregister_destructor        [ 109.87941] removed dtor for object 04BF8AC0
dtor     D               dtor.c:214  _al_unregister_destructor        [ 109.87965] removed dtor for object 04BFA128
dtor     D               dtor.c:214  _al_unregister_destructor        [ 109.87987] removed dtor for object 04BFBB98
dtor     D               dtor.c:214  _al_unregister_destructor        [ 109.88010] removed dtor for object 04BB4300
dtor     D               dtor.c:214  _al_unregister_destructor        [ 109.88035] removed dtor for object 04BC5510
dtor     D               dtor.c:214  _al_unregister_destructor        [ 109.88072] removed dtor for object 04BC6E68
dtor     D               dtor.c:214  _al_unregister_destructor        [ 109.88113] removed dtor for object 03447EB0
dtor     D               dtor.c:214  _al_unregister_destructor        [ 109.88163] removed dtor for object 04C06258
dtor     D               dtor.c:214  _al_unregister_destructor        [ 109.88202] removed dtor for object 04BCA308
dtor     D               dtor.c:214  _al_unregister_destructor        [ 109.88247] removed dtor for object 14A2F048
dtor     D               dtor.c:214  _al_unregister_destructor        [ 109.88252] removed dtor for object 04BFDED8
dtor     D               dtor.c:214  _al_unregister_destructor        [ 109.88285] removed dtor for object 04BFFB00
dtor     D               dtor.c:214  _al_unregister_destructor        [ 109.88308] removed dtor for object 04C00850
dtor     D               dtor.c:214  _al_unregister_destructor        [ 109.88321] removed dtor for object 04DB6890
d3d      W          d3d_bmp.cpp:743  d3d_destroy_bitmap               [ 109.88322] d3d_destroy_bitmap: Release video texture failed.
dtor     D               dtor.c:214  _al_unregister_destructor        [ 109.88326] removed dtor for object 04DB1590
dtor     D               dtor.c:214  _al_unregister_destructor        [ 109.88348] removed dtor for object 04F10E40
dtor     D               dtor.c:214  _al_unregister_destructor        [ 109.88371] removed dtor for object 04F11B90
dtor     D               dtor.c:214  _al_unregister_destructor        [ 109.88395] removed dtor for object 04DDF2A0
dtor     D               dtor.c:214  _al_unregister_destructor        [ 109.88462] removed dtor for object 033F02F0
dtor     D               dtor.c:214  _al_unregister_destructor        [ 109.88475] removed dtor for object 04E9D428
dtor     D               dtor.c:214  _al_unregister_destructor        [ 109.88613] removed dtor for object 04E9D480
dtor     D               dtor.c:214  _al_unregister_destructor        [ 109.88837] removed dtor for object 04E9D4D8
dtor     D               dtor.c:214  _al_unregister_destructor        [ 109.88863] removed dtor for object 04E9D530
dtor     D               dtor.c:214  _al_unregister_destructor        [ 109.88950] removed dtor for object 04E9D588
dtor     D               dtor.c:214  _al_unregister_destructor        [ 109.89298] removed dtor for object 04E9D5E0
dtor     D               dtor.c:214  _al_unregister_destructor        [ 109.89304] removed dtor for object 14B6FE00
dtor     D               dtor.c:214  _al_unregister_destructor        [ 109.89307] removed dtor for object 14B6FE58
dtor     D               dtor.c:214  _al_unregister_destructor        [ 109.89310] removed dtor for object 14D0BF50
dtor     D               dtor.c:214  _al_unregister_destructor        [ 109.89313] removed dtor for object 14D0BFA8
dtor     D               dtor.c:214  _al_unregister_destructor        [ 109.89315] removed dtor for object 033F0240
dtor     D               dtor.c:214  _al_unregister_destructor        [ 109.89443] removed dtor for object 033F0298
dtor     D               dtor.c:214  _al_unregister_destructor        [ 109.89538] removed dtor for object 14D5C238
dtor     D               dtor.c:214  _al_unregister_destructor        [ 109.89542] removed dtor for object 14D5C8F0
dtor     D               dtor.c:214  _al_unregister_destructor        [ 109.89543] removed dtor for object 14D5C620
dtor     D               dtor.c:214  _al_unregister_destructor        [ 109.89544] removed dtor for object 14D5C4B8
dtor     D               dtor.c:214  _al_unregister_destructor        [ 109.89545] removed dtor for object 14D5C788
dtor     D               dtor.c:214  _al_unregister_destructor        [ 109.89546] removed dtor for object 14D5CA58
dtor     D               dtor.c:214  _al_unregister_destructor        [ 109.89547] removed dtor for object 14D5CBC0
dtor     D               dtor.c:214  _al_unregister_destructor        [ 109.89548] removed dtor for object 14D5CD28
dtor     D               dtor.c:214  _al_unregister_destructor        [ 109.89550] removed dtor for object 14D5CE90
dtor     D               dtor.c:214  _al_unregister_destructor        [ 109.89558] removed dtor for object 04E3CF20
dtor     D               dtor.c:214  _al_unregister_destructor        [ 109.89560] removed dtor for object 04E3D290
dtor     D               dtor.c:214  _al_unregister_destructor        [ 109.89561] removed dtor for object 04E3D178
dtor     D               dtor.c:214  _al_unregister_destructor        [ 109.89562] removed dtor for object 04E3D3F8
dtor     D               dtor.c:214  _al_unregister_destructor        [ 109.89563] removed dtor for object 04E3D560
dtor     D               dtor.c:214  _al_unregister_destructor        [ 109.89565] removed dtor for object 04E3D6C8
dtor     D               dtor.c:214  _al_unregister_destructor        [ 109.89567] removed dtor for object 033D1D80
d3d      W          d3d_bmp.cpp:743  d3d_destroy_bitmap               [ 109.89575] d3d_destroy_bitmap: Release video texture failed.
dtor     D               dtor.c:214  _al_unregister_destructor        [ 109.89590] removed dtor for object 033D6180
d3d      W          d3d_bmp.cpp:743  d3d_destroy_bitmap               [ 109.89603] d3d_destroy_bitmap: Release video texture failed.
dtor     D               dtor.c:214  _al_unregister_destructor        [ 109.89618] removed dtor for object 033DE8D8
d3d      W          d3d_bmp.cpp:743  d3d_destroy_bitmap               [ 109.89625] d3d_destroy_bitmap: Release video texture failed.
dtor     D               dtor.c:214  _al_unregister_destructor        [ 109.89630] removed dtor for object 033DA528
d3d      W          d3d_bmp.cpp:743  d3d_destroy_bitmap               [ 109.89641] d3d_destroy_bitmap: Release video texture failed.
dtor     D               dtor.c:214  _al_unregister_destructor        [ 109.89650] removed dtor for object 14AFC698
dtor     D               dtor.c:214  _al_unregister_destructor        [ 109.89652] removed dtor for object 14AFC818
dtor     D               dtor.c:214  _al_unregister_destructor        [ 109.89653] removed dtor for object 14AFCBC0
dtor     D               dtor.c:214  _al_unregister_destructor        [ 109.89654] removed dtor for object 14AFC950
d3d      I         d3d_disp.cpp:921  d3d_destroy_display              [ 109.89656] destroying display 00DFB818 (current 00000000)
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [ 109.89657] converting display bitmap 0343F878 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [ 109.89664] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [ 109.89666] _al_d3d_sync_bitmap (video) ref count == 2
d3d      W          d3d_bmp.cpp:743  d3d_destroy_bitmap               [ 109.89806] d3d_destroy_bitmap: Release video texture failed.
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [ 109.89818] converting display bitmap 14C45D40 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [ 109.89825] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [ 109.89826] _al_d3d_sync_bitmap (video) ref count == 2
d3d      W          d3d_bmp.cpp:743  d3d_destroy_bitmap               [ 109.89900] d3d_destroy_bitmap: Release video texture failed.
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [ 109.89915] converting display bitmap 03443B38 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [ 109.89925] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [ 109.89926] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [ 109.89999] converting display bitmap 03441D88 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [ 109.90166] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [ 109.90168] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [ 109.90922] converting display bitmap 03441078 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [ 109.90953] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [ 109.90954] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [ 109.91146] converting display bitmap 03446688 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [ 109.91157] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [ 109.91159] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [ 109.91244] converting display bitmap 03445738 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [ 109.91255] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [ 109.91256] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [ 109.91362] converting display bitmap 14B6FEC0 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [ 109.91390] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [ 109.91391] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [ 109.91628] converting display bitmap 14AFE3B0 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [ 109.91656] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [ 109.91658] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [ 109.91847] converting display bitmap 0343AE60 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [ 109.91886] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [ 109.91887] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [ 109.92142] converting display bitmap 04F12A28 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [ 109.92182] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [ 109.92183] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [ 109.92443] converting display bitmap 04E3FED8 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [ 109.92451] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [ 109.92452] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [ 109.92489] converting display bitmap 04E3E428 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [ 109.92502] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [ 109.92503] _al_d3d_sync_bitmap (video) ref count == 2
d3d      W          d3d_bmp.cpp:743  d3d_destroy_bitmap               [ 109.92600] d3d_destroy_bitmap: Release video texture failed.
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [ 109.92606] converting display bitmap 04DB20D8 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [ 109.92689] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [ 109.92691] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [ 109.93327] converting display bitmap 04DB7268 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [ 109.93396] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [ 109.93397] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [ 109.93838] converting display bitmap 04C0AF08 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [ 109.93908] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [ 109.93909] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [ 109.94359] converting display bitmap 04E9DBC0 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [ 109.94456] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [ 109.94458] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [ 109.95168] converting display bitmap 04C07898 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [ 109.95308] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [ 109.95309] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [ 109.96015] converting display bitmap 04E40A00 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [ 109.96109] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [ 109.96111] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [ 109.96852] converting display bitmap 04DE6768 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [ 109.96925] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [ 109.96926] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [ 109.97383] converting display bitmap 04DB8BE0 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [ 109.97422] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [ 109.97424] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [ 109.97686] converting display bitmap 04BB3D80 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [ 109.97724] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [ 109.97725] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [ 109.97996] converting display bitmap 04BC2238 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [ 109.98013] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [ 109.98015] _al_d3d_sync_bitmap (video) ref count == 2
d3d      W          d3d_bmp.cpp:743  d3d_destroy_bitmap               [ 109.98220] d3d_destroy_bitmap: Release video texture failed.
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [ 109.98227] converting display bitmap 04C0E3B0 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [ 109.98265] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [ 109.98267] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [ 109.98523] converting display bitmap 04BA9A20 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [ 109.98565] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [ 109.98566] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [ 109.98826] converting display bitmap 04BAD950 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [ 109.98873] _al_d3d_sync_bitmap (system) ref count == 1
